image_id,year,class_id,class_name,box_width_px,box_height_px
0377_2018,2018,0,MILCO,14.0,7.0
0378_2018,2018,0,MILCO,35.0,17.0
0379_2018,2018,0,MILCO,14.0,7.0
0387_2018,2018,0,MILCO,46.0,20.0
0388_2018,2018,0,MILCO,18.5,8.0
0389_2018,2018,0,MILCO,46.0,20.0
0404_2018,2018,0,MILCO,23.0,13.0
0404_2018,2018,1,NOMBO,32.0,22.0
0412_2018,2018,0,MILCO,8.5,7.499999999999999
0413_2018,2018,0,MILCO,21.0,18.0
0414_2018,2018,1,NOMBO,63.0,20.0
0415_2018,2018,1,NOMBO,25.5,8.0
0426_2018,2018,1,NOMBO,22.0,10.0
0427_2018,2018,1,NOMBO,54.0,24.0
0428_2018,2018,0,MILCO,32.0,19.0
0429_2018,2018,0,MILCO,13.0,7.499999999999999
0434_2018,2018,1,NOMBO,25.0,6.0
0434_2018,2018,0,MILCO,8.5,5.5
0435_2018,2018,1,NOMBO,61.0,15.0
0435_2018,2018,0,MILCO,21.0,13.0
0436_2018,2018,0,MILCO,21.0,13.0
0437_2018,2018,0,MILCO,8.5,5.5
0440_2018,2018,1,NOMBO,30.0,20.0
0441_2018,2018,0,MILCO,16.0,25.0
0441_2018,2018,0,MILCO,26.0,18.0
0442_2018,2018,0,MILCO,6.5,10.0
0442_2018,2018,0,MILCO,10.5,7.499999999999999
0443_2018,2018,0,MILCO,10.5,7.499999999999999
0444_2018,2018,0,MILCO,26.0,18.0
0445_2018,2018,0,MILCO,8.5,8.5
0449_2018,2018,0,MILCO,11.5,9.0
0451_2018,2018,0,MILCO,14.999999999999998,5.0
0452_2018,2018,1,NOMBO,25.0,18.0
0453_2018,2018,1,NOMBO,21.5,16.0
0454_2018,2018,1,NOMBO,66.5,35.5
0455_2018,2018,0,MILCO,16.0,12.0
0455_2018,2018,0,MILCO,21.5,7.0
0456_2018,2018,1,NOMBO,66.0,36.5
0457_2018,2018,1,NOMBO,65.5,29.0
0458_2018,2018,1,NOMBO,89.5,47.0
0458_2018,2018,1,NOMBO,85.5,47.5
0459_2018,2018,1,NOMBO,36.5,17.5
0460_2018,2018,1,NOMBO,106.99999999999999,57.5
0460_2018,2018,1,NOMBO,40.0,12.5
0460_2018,2018,1,NOMBO,28.0,14.0
0461_2018,2018,1,NOMBO,29.0,16.0
0461_2018,2018,1,NOMBO,46.5,31.499999999999996
0462_2018,2018,1,NOMBO,129.5,59.99999999999999
0463_2018,2018,1,NOMBO,74.0,40.5
0463_2018,2018,1,NOMBO,41.5,14.5
0464_2018,2018,0,MILCO,26.0,10.0
0481_2018,2018,1,NOMBO,15.5,11.5
0510_2018,2018,0,MILCO,10.0,5.5
0517_2018,2018,0,MILCO,7.499999999999999,5.0
0517_2018,2018,0,MILCO,14.0,10.0
0521_2018,2018,0,MILCO,10.0,7.499999999999999
0001_2021,2021,0,MILCO,14.5,12.5
0001_2021,2021,0,MILCO,15.5,19.0
0003_2021,2021,0,MILCO,13.0,14.0
0003_2021,2021,0,MILCO,16.5,10.0
0007_2021,2021,0,MILCO,28.500000000000004,8.5
0007_2021,2021,0,MILCO,10.5,9.0
0008_2021,2021,0,MILCO,14.5,16.5
0008_2021,2021,0,MILCO,16.5,17.0
0008_2021,2021,0,MILCO,16.5,20.5
0009_2021,2021,0,MILCO,16.5,16.5
0009_2021,2021,0,MILCO,14.5,19.0
0009_2021,2021,0,MILCO,19.0,13.0
0010_2021,2021,0,MILCO,20.5,14.999999999999998
0010_2021,2021,0,MILCO,19.5,9.5
0010_2021,2021,0,MILCO,23.0,14.0
0011_2021,2021,0,MILCO,16.5,11.0
0011_2021,2021,0,MILCO,28.500000000000004,9.5
0011_2021,2021,0,MILCO,16.5,9.0
0012_2021,2021,0,MILCO,27.000000000000004,12.0
0012_2021,2021,0,MILCO,16.5,13.0
0013_2021,2021,0,MILCO,19.5,8.5
0015_2021,2021,0,MILCO,19.5,14.5
0016_2021,2021,0,MILCO,18.5,9.0
0016_2021,2021,0,MILCO,24.5,12.5
0018_2021,2021,0,MILCO,38.5,10.5
0019_2021,2021,0,MILCO,13.0,14.5
0020_2021,2021,0,MILCO,20.5,14.0
0020_2021,2021,0,MILCO,14.5,10.0
0021_2021,2021,0,MILCO,28.500000000000004,18.0
0023_2021,2021,0,MILCO,18.5,14.5
0024_2021,2021,0,MILCO,15.5,10.0
0026_2021,2021,0,MILCO,13.0,12.0
0027_2021,2021,0,MILCO,14.5,14.5
0028_2021,2021,0,MILCO,22.5,10.5
0031_2021,2021,0,MILCO,21.5,12.5
0032_2021,2021,0,MILCO,17.0,12.5
0032_2021,2021,0,MILCO,16.5,11.0
0034_2021,2021,0,MILCO,16.5,19.0
0034_2021,2021,0,MILCO,24.5,12.5
0035_2021,2021,0,MILCO,15.5,9.0
0035_2021,2021,0,MILCO,17.5,10.5
0035_2021,2021,0,MILCO,24.5,22.0
0037_2021,2021,0,MILCO,18.5,16.0
0037_2021,2021,0,MILCO,9.0,14.0
0037_2021,2021,0,MILCO,14.0,14.5
0037_2021,2021,0,MILCO,32.5,18.5
0040_2021,2021,0,MILCO,0.5,1.0
0040_2021,2021,0,MILCO,18.5,14.0
0041_2021,2021,0,MILCO,19.5,14.0
